MODEL,PRODUCT NAME,DESCRIPTION/KEY FEATURES,PRODUCT CATEGORY,"PRODUCT WIDTH
(mm)","PRODUCT DEPTH
(mm)","PRODUCT HEIGHT
(mm)","PACKED
WEIGHT
(kg's)","PACKED
VOLUME
(m³)","PRODUCT
CAPACITY","POWER
DELIVERY",BRAND,IMAGES,CAD DRAWING,"PRODUCT
ORIGIN",BROCHURE,WARRANTY,"RRP
(ex GST)",ACCESSORIES,"RELATED
MODELS",product order,
NS350HDG,"NOAW Manual Gravity Feed Gear Driven Slicer
- Heavy Duty","Gravity feed gear driven slicer designed to effortlessly handle heavy loads like cheese, bacon and meat that might cause slipping of a belt driven machine, anodized aluminium, built in sharpening head and blade ring guard, ideal for high volume work required of large restaurants, supermarkets, delicatessen's and butcher shops, 0-13mm slice thickness, 350mm blade diameter.","Preparation, Preparation > Meat Slicers",825,695,690,62,0.458,,370w,NOAW,NS350HDG.jpg,NS350HDG.DWG,Italy,Noaw Slicers broch 2019.pdf,24 months," $5,656.00 ",0,NS350HDS,341,
NS350HDS,NOAW Semi-Automatic - Heavy Duty,"Semi automatic gravity feed belt driven slicer, designed for volume cutting, 2 independent motors, one for blade rotation and the other for carriage movement, can be used manually or with automatic operation. In automatic mode, 3 carriage movement lengths can be selected to suit the size and three carriage speeds can be selected. Anodized aluminium body, built in sharpening head and blade ring guard 0-14mm slice thickness, 350mm blade.","Preparation, Preparation > Meat Slicers",980,665,850,60,0.554,,390w,NOAW,NS350HDS Semi-Automatic.jpg,NS350HDS.DWG,Italy,Noaw Slicers broch 2019.pdf,24 months," $7,025.00 ",0,NS350HDA,342,
NS350HDA,NOAW Fully Automatic Slicer - Heavy Duty,"Fully automatic gravity feed belt driven slicer, two independent motors, one for blade rotation and one for carriage movement. Intuitive touch control panel allows for selection of number of cuts, blade speed, carriage speed and length of carriage movement, can also be used in manual mode. Anodized aluminium body, built in sharpening head and blade ring guard. 0-13mm slice thickness, 350mm blade diameter.","Preparation, Preparation > Meat Slicers",1030,890,850,66,0.458,,570w,NOAW,NS350HDA and NS350HDX Automatic.jpg,NS350HDA.DWG,Italy,Noaw Slicers broch 2019.pdf,24 months," $9,968.00 ",0,NS350HDX,343,
NS350HDX,"NOAW Fully Automatic Slicer - Heavy Duty
 with Speedy Blade Remover system","Fully automatic gravity feed belt driven slicer, two independent motors, one for blade rotation and one for carriage movement. Intuitive touch control panel allows for selection of number of cuts, blade speed, carriage speed and length of carriage movement, can also be used in manual mode. Anodized aluminium body, built in sharpening head and blade ring guard. 0-13mm slice thickness, 350mm blade diameter. Factory fitted with speedy blade remover device to ensure safety when blade is removed.","Preparation, Preparation > Meat Slicers",1030,890,850,67,0.458,,570w,NOAW,NS350HDA and NS350HDX Automatic.jpg,NS350HDA.DWG,Italy,Noaw Slicers broch 2019.pdf,24 months, P.O.A ,0,NS350HDA,344,
SW5400,Robalec Rice Cooker,"30 cooked rice portions, simple one touch operation, non-stick coated rice bowl, easy to use, auto shut-off, burn proof pad, measuring cup and spoon included.5.4Lt","Benchtop, Benchtop > Rice Cookers",0,370 (diameter),360,8,0.056,5.4Lt,1850w,ROBALEC,SW5400 Rice Cooker.jpg,,Taiwan,Robalec Brochure 2020.pdf,12 months, $360.00 ,0,"SW10000
SW9600",355,
SW7200,Robalec Rice Cooker,"39 cooked rice portions, simple one touch operation, non-stick coated rice bowl, easy to use, auto shut-off, burn proof pad, measuring cup and spoon included. 7.2Lt","Benchtop, Benchtop > Rice Cookers",,530 (diameter),360,15,,7.2Lt,2300W,Robalec,SW7200 Rice Cooker.jpg,,Taiwan,Robalec Brochure 2020.pdf,12 months, $538.00 ,,"SW5400 
SW10000",356,
SW10000,Robalec Rice Cooker - large,"55 cooked rice portions, simple one touch operation, non-stick coated rice bowl, easy to use, auto shut-off, burn proof pad, measuring cup and spoon included.10Lt","Benchtop, Benchtop > Rice Cookers",0,530 (diameter),390,16,0.124,10Lt,2990w,ROBALEC,SW10000 Rice Cooker.jpg,,Taiwan,Robalec Brochure 2020.pdf,12 months, $586.00 ,0,SW5400 SW9600,357,
SW9600,Robalec Rice Warmer,"Keeps rice that is already cooked warm until served, 55 portion capacity, non-stick coated bowl, stainless steel body and lid, steam drainage system with catchment container for emptying.9.6Lt","Benchtop, Benchtop > Rice Cookers",0,430 (diameter),425,10,0.050,9.6Lt,95w,ROBALEC,SW9600 Rice Warmer.jpg,,Taiwan,Robalec Brochure 2020.pdf,12 months, $357.00 ,0,SW5400 SW10000,358,
SW6000,Robalec Rice Cooker & Warmer,"35 portion capacity, can cook and keep large volumes of cooked rice warm, one-touch operation, solid stainless steel body, non-stick coated rice bowl, keep warm function, auto shut-off, steam release valve, burn proof pad, cup & spoon inc.6Lt","Benchtop, Benchtop > Rice Cookers",0,470 (diameter),360,12,0.071,6.0Lt,1850w,ROBALEC,SW6000 Rice Cooker.jpg,,Taiwan,Robalec Brochure 2020.pdf,12 months, $584.00 ,0,0,359,
SW1200,Robalec Soup Kettle,"Can be taken apart for easy cleaning, glass filled nylon outer casing for reduced heat transfer, rim designed to return condensation back into soup, designed to accommodate ladle handle when lid closed.10.8Lt","Cooking, Cooking > Soup Kettles",0,405 (diameter),370,7,0.069,10.8Lt,520w,ROBALEC,SW1200 Soup Kettle.jpg,SW1200_V1.DWG,Taiwan,Robalec Brochure 2020.pdf,12 months, $283.00 ,0,0,360,
CC-32S,Combi Cutter - CC-32S,"Combination machine with veg prep & cutter/mixer attachment.  2 speeds,  Slice, crimp, julienne & shred/grate - 80 portions/day, 2kg/min.  Chop, mix, grind, puree/blend & mince - gross bowl volume 3L","Preparation, Preparation > Food Processors",285,350,465,10,0.12m3,"2kg/min veg prep, 3L gross bowl volume mixer",1000W,HALLDE,CC-32S.jpg,,Sweden,"HALLDE-ProductCatalogLRFeb20.pdf

HALLDE-Brochure_CC-32S_GB.pdf",3 yr by extended warranty registration," $2,241.00 ",,,545,
CC-34,Combi Cutter - CC34,"Combination machine with veg prep & cutter/mixer attachment.  4 speeds.  Slice, crimp, julienne,  shred/grate & dice - 80 portions/day, 2kg/min.  Chop, mix, grind, puree/blend & mince - gross bowl volume 3L","Preparation, Preparation > Food Processors",285,350,465,13,0.12m3,"2kg/min veg prep, 3L gross bowl volume mixer",1000W,HALLDE,CC-34.jpg,,Sweden,"HALLDE-ProductCatalogLRFeb20.pdf

HALLDE-Brochure_CC-34_GB.pdf",3 yr by extended warranty registration," $3,390.00 ",,,546,
RG-100,VEGETABLE PREPARATION MACHINE - RG-100,"High Volume Veg Prep machine with 45 different cuts possible.  Slice, crimp, julienne, shred/grate & dice.  400 portions /day, 5kg./min. Half moon feed head, ergonomic leaning design easy to feed.","Preparation, Preparation > Food Processors",215,295,495,16.7,0.077m3,5kg/min,250W,HALLDE,RG-100.jpg,,Sweden,"HALLDE-ProductCatalogLRFeb20.pdf

HALLDE-Brochure_RG-100_GB.pdf",3 yr by extended warranty registration," $2,640.00 ",,,731,
RG-200,VEGETABLE PREPARATION MACHINE- RG-200,"High Volume Veg Prep machine with 45 different cuts possible.  Slice, crimp, julienne, shred/grate & dice.  700 portions /day, 7kg/min. Full moon shaped feed head, ergonomic leaning design easy to feed.","Preparation, Preparation > Food Processors",215,295,515,19,0.077m3,7kg/min,250W,HALLDE,RG-200.jpg,,Sweden,"HALLDE-ProductCatalogLRFeb20.pdf

HALLDE-Brochure_RG-200_GB.pdf",3 yr by extended warranty registration," $3,948.00 ",,,732,
RG-250,VEGETABLE PREPARATION MACHINE - RG-250,"High Volume Veg Prep machine with 50 different cuts possible.  Slice, crimp, julienne, shred/grate, dice & potato chip.  800 portions /day, 8kg/min. Full moon shaped feed head with ergo loop handle for easy leveraged feeding, ergonomic leaning design.","Preparation, Preparation > Food Processors",249,450,586,25,0.183m3,8kg/min,550W,HALLDE,RG-250.jpg,,Sweden,"HALLDE-ProductCatalogLRFeb20.pdf

HALLDE-Brochure_RG-250_GB.pdf",3 yr by extended warranty registration," $6,397.00 ",,,733,
RG-350,VEGETABLE PREPARATION MACHINE - RG-350,"High Volume Veg Prep machine with 50 different cuts possible.  Slice, crimp, julienne, shred/grate, dice & potato chip.  1200 portions /day, 12kg/min with manual feeder and  30kg/min with Feed Hopper. Full moon shaped feed head with ergo loop handle for easy leveraged feeding, ergonomic leaning design. Feed hopper available separately for continuous feeding of round products","Preparation, Preparation > Food Processors",265,540,735,36,0.198m3,12kg/min,750 W,HALLDE,RG-350.jpg,,Sweden,"HALLDE-ProductCatalogLRFeb20.pdf

HALLDE-Brochure_RG-350_GB.pdf",3 yr by extended warranty registration," $9,271.00 ",,,734,
RG-400i-3PH - Continuous,"RG-400i-3PH Continuous Feed Hopper Setup (Three Phase)
","Food manufacturing capaicty vegetable preparation. Make more than 50 different cuts. Slice, crimp, julienne, shred/grate, dice & potato chip. Processes up to 3000 portions/day, 40kg/min or up to 2.4 tons/hour.  Price includes Machine Base (HA37062) and Continuous Feed Hopper Attachments (comprising HA37091 Continuous Feed Hopper). Other options available in this machine","Preparation, Preparation > Food Processors",Configuration dependant,Configuration dependant,Configuration dependant,On request,On request,up to 2.4 tons/hr,"1500W, 3 phase",HALLDE,RG-400i-3PH Feed Hopper.jpg,,Sweden,"HALLDE-ProductCatalogLRFeb20.pdf

HALLDE-Brochure_RG-400i_GB.pdf",3 yr by extended warranty registration," $23,705.00 ",,,735,
RG-400i-3PH - Manual,"RG-400i-3PH Manual Push Feeder with 4 tube feeder Setup (Three Phase)
","Food manufacturing capaicty vegetable preparation. Make more than 50 different cuts. Slice, crimp, julienne, shred/grate, dice & potato chip. Processes up to 3000 portions/day, 40kg/min or up to 2.4 tons/hour.  Price includes Machine Base (HA37062) and Manual Push Feed Attachments (comprising HA37063 Type A Feed Cylinder, HA37060 Manual Push Feeder, & HA37105 4 tube feeder). Other options available in this machine.","Preparation, Preparation > Food Processors",Configuration dependant,Configuration dependant,Configuration dependant,On request,On request,up to 2.4 tons/hr,"3 phase, 1500W",HALLDE,RG-400i-3PH Manual.jpg,,Sweden,"HALLDE-ProductCatalogLRFeb20.pdf

HALLDE-Brochure_RG-400i_GB.pdf",3 yr by extended warranty registration," $25,503.00 ",,,736,
RG-400i-3PH - Pneumatic,"RG-400i-3PH Pneumatic Push Feeder Setup (Three Phase)
","Food manufacturing capaicty vegetable preparation. Make more than 50 different cuts. Slice, crimp, julienne, shred/grate, dice & potato chip. Processes up to 3000 portions/day, 40kg/min or up to 2.4 tons/hour.  Price includes Machine Base (HA37062) and Pneumatic push feeder Attachments (comprising HA37063 Type A Feed Cylinder, HA37106 Pneumatic Push Feeder). Other options available in this machine","Preparation, Preparation > Food Processors",Configuration dependant,Configuration dependant,Configuration dependant,On request,On request,up to 2.4 tons/hr,"1500W, 3 phase",HALLDE,RG-400i-3PH Pneumatic.jpg,,Sweden,"HALLDE-ProductCatalogLRFeb20.pdf

HALLDE-Brochure_RG-400i_GB.pdf",3 yr by extended warranty registration," $28,892.00 ",,,737,
RG-50,VEGETABLE PREPARATION MACHINE - RG-50,"Veg prep machine with 40 different cuts possible. Slice, crimp, juilenne, shred/grate and dice - 80 portions/day, 2kg/min. Built in tube feeder with half moon feed head.","Preparation, Preparation > Food Processors",285,350,465,11,0.097m3,2kg/min  ,1000W,HALLDE,RG-50.jpg,,Sweden,"HALLDE-ProductCatalogLRFeb20.pdf

HALLDE-Brochure_RG-50_GB.pdf",3 yr by extended warranty registration," $2,133.00 ",,,738,
RG-50S,VEGETABLE PREPARATION MACHINE - RG-50S,"Veg prep machine with 30 different cuts possible. Slice, crimp, juilenne and shred/grate - 80 portions/day, 2kg/min. Built in tube feeder with half moon feed head.","Preparation, Preparation > Food Processors",285,350,465,11,0.097m3,2kg/min  ,1000W,HALLDE,RG-50S.jpg,,Sweden,"HALLDE-ProductCatalogLRFeb20.pdf

HALLDE-Brochure_RG-50S_GB.pdf",3 yr by extended warranty registration," $1,773.00 ",,,739,
VCB-32,VERTICAL CUTTER BLENDER 3 Lt,"Vertical cutter blender that chops, grinds, mixes, purees, blends & minces.  Stainless stell bowl gross volume 3 litres, net liquid volume 1.4L","Preparation, Preparation > Food Processors",285,335,440,11,0.12m3,3 Lt gross bowl volume,1000W,HALLDE,VCB-32.jpg,,Sweden,"HALLDE-ProductCatalogLRFeb20.pdf

HALLDE-Brochure_VCB-32_GB.pdf",3 yr by extended warranty registration," $2,308.00 ",,,740,
VCB-61,VERTICAL CUTTER BLENDER 6 Lt,"Vertical cutter blender that chops, grinds, mixes, purees, blends & minces.  Stainless stell bowl gross volume 6 litres, net liquid volume 4.3L. Metal machine housing, 1 speed, 1,500 RPM and pulse function, powerful high torque motor, patented scraper system, patented 4 knife design. 900W with 10 amp plug","Preparation, Preparation > Food Processors",310,350,480,29,0.086m3,6 Lt Gross bowl volume,900W,HALLDE,VCB-61.jpg,,Sweden,"HALLDE-ProductCatalogLRFeb20.pdf

HALLDE-Brochure_VCB-61-62_GB.pdf",3 yr by extended warranty registration," $5,017.00 ",,,741,
VCB-62-3PH,"VERTICAL CUTTER BLENDER 3PH, 6 Lt","Vertical cutter blender that chops, grinds, mixes, purees, blends & minces.  Stainless stell bowl gross volume 6 litres, net liquid volume 4.3L. Metal machine housing, 2 speed, 1,500 RPM & 3,000 RPM and pulse function, powerful high torque motor, patented scraper system, patented 4 knife design. 1,500W, 3 phase supplied unplugged","Preparation, Preparation > Food Processors",310,350,480,29,0.086m3,6 Lt Gross bowl volume,"3 phase, 1500W",HALLDE,VCB-62-3PH,,Sweden,"HALLDE-ProductCatalogLRFeb20.pdf

HALLDE-Brochure_VCB-61-62_GB.pdf",3 yr by extended warranty registration," $4,956.00 ",,,742,
VCM-41,VERTICAL CUTTER MIXER - 4 Lt,"Vertical cutter mixer that chops, mixes, purees, blends and minces.  Stainless stell bowl gross volume 4L, net liquid volume 1.4L.  Metal machine housing, 1 speed, 1,500 RPM & pulse function. Powerful high torque motor, patented scraper system.  550 W supplied with 10 amp plug and cord","Preparation, Preparation > Food Processors",260,290,440,20,0.065m3,4 Lt gross bowl volume,550W,HALLDE,VCM-41.jpg,,Sweden,"HALLDE-ProductCatalogLRFeb20.pdf

HHALLDE-Brochure_VCM-41-42_GB.pdf",3 yr by extended warranty registration," $3,153.00 ",,,743,
VCM-42-3PH,"VERTICAL CUTTER MIXER - 3ph, 4 Lt","Vertical cutter mixer that chops, mixes, purees, blends and minces.  Stainless stell bowl gross volume 4L, net liquid volume 1.4L.  Metal machine housing, 2 speed, 1,500 RPM & 3,000 RPM &  pulse function. Powerful high torque motor, patented scraper system.  750 W, 3 phase supplied unplugged","Preparation, Preparation > Food Processors",260,290,440,20,0.065m3,4 Lt gross bowl volume,"750W, 3 phase supplied unplugged",HALLDE,"VCM-42-3PH.jpg

VCM-42-3PH Front image.jpg",,Sweden,"HALLDE-ProductCatalogLRFeb20.pdf

HHALLDE-Brochure_VCM-41-42_GB.pdf",3 yr by extended warranty registration," $3,413.00 ",,,744,
,,,,,,,,,,,, ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
